,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
1944,20-30 microns from soma center,1.21,105.23,42.01,0.24,0.37,4614.00,11794.00,3928.00,8977.80,4218.86,8516.85,2315.00,7000.00,688.03,1655.05,39280.00,89778.00,40.00,76.27,67.31,26.94,0.53,0.05
1945,20-30 microns from soma center,0.83,104.79,43.48,0.36,0.31,10675.00,11842.00,4234.38,9423.38,3573.96,9048.53,1256.00,7534.00,2616.46,1472.92,33875.00,75387.00,34.00,75.88,67.11,26.80,0.56,0.03
1946,20-30 microns from soma center,0.23,104.98,43.47,0.25,0.50,5616.00,11686.00,4432.00,9958.75,4252.79,9344.44,3475.00,9326.00,766.58,998.82,17728.00,39835.00,18.00,76.11,67.07,27.04,0.65,0.01
1947,20-30 microns from soma center,1.39,105.07,43.88,0.17,0.45,7878.00,12186.00,3738.81,8639.50,3051.55,8699.97,1375.00,6643.00,1779.23,1528.31,59821.00,138232.00,56.00,75.97,67.26,27.28,0.58,0.07
1948,20-30 microns from soma center,7.80,104.10,43.41,0.16,0.82,12352.00,47499.00,4528.12,16512.00,4185.26,13472.70,1051.00,6984.00,2228.73,8507.24,629408.00,2295170.00,274.00,74.53,67.47,27.01,0.60,0.96
1949,20-30 microns from soma center,0.43,93.99,43.24,0.22,0.45,5595.00,8745.00,4179.75,8347.50,3501.29,8472.59,2650.00,7563.00,1163.24,463.02,16719.00,33390.00,18.00,68.44,57.84,28.38,0.65,0.01
1950,20-30 microns from soma center,0.57,94.34,42.94,0.50,0.00,3683.00,10255.00,3066.60,8695.60,2628.03,7632.16,2231.00,7284.00,551.50,1212.95,15333.00,43478.00,20.00,68.04,58.99,28.13,0.77,0.03
1951,20-30 microns from soma center,0.89,94.49,42.65,0.13,0.58,7005.00,12942.00,4030.75,10232.50,3628.10,9413.31,2431.00,7690.00,1359.63,2074.77,32246.00,81860.00,32.00,68.17,59.58,27.03,0.71,0.05
1952,20-30 microns from soma center,4.15,93.59,42.55,0.32,0.57,8094.00,14542.00,4703.20,10280.20,4496.91,9386.02,1323.00,7595.00,1784.31,2042.78,192831.00,421488.00,130.00,67.67,58.45,27.63,0.47,0.25
1953,20-30 microns from soma center,0.37,94.45,43.51,0.15,0.57,10066.00,8740.00,5030.80,8346.60,3189.80,7885.20,2792.00,7832.00,2618.10,400.28,25154.00,41733.00,22.00,68.43,58.38,28.80,0.64,0.01
1954,20-30 microns from soma center,0.38,95.47,43.35,0.05,0.57,6088.00,9583.00,4126.25,8695.75,3025.23,8494.77,2679.00,8176.00,1367.16,530.38,16505.00,34783.00,18.00,68.74,59.24,29.69,0.55,0.01
1955,20-30 microns from soma center,0.22,96.42,42.61,0.00,1.92,4143.00,12262.00,3299.00,9136.00,2796.00,7219.00,2796.00,7219.00,600.45,2229.23,9897.00,27408.00,14.00,69.95,60.53,27.19,0.73,0.01
1956,20-30 microns from soma center,2.40,96.01,42.20,0.11,0.87,8425.00,14589.00,4188.97,8997.10,3180.67,8250.45,1207.00,6862.00,2005.13,1779.97,129858.00,278910.00,94.00,68.25,61.99,26.77,0.63,0.18
1957,20-30 microns from soma center,0.46,102.70,42.46,0.17,0.86,4798.00,9944.00,3738.20,8298.60,3647.23,7864.32,1664.00,6953.00,1127.21,979.21,18691.00,41493.00,20.00,74.37,65.43,27.11,0.73,0.02
1958,20-30 microns from soma center,0.69,94.67,42.52,0.17,0.54,5932.00,11716.00,4330.17,8981.33,4351.94,8027.13,2747.00,7344.00,1068.01,1621.15,25981.00,53888.00,26.00,69.07,58.71,27.30,0.63,0.03
1959,20-30 microns from soma center,0.42,97.15,42.55,0.13,0.45,3639.00,11573.00,3561.67,9545.67,3477.00,7216.00,3477.00,7216.00,66.33,1791.54,10685.00,28637.00,14.00,70.75,60.60,27.55,0.69,0.01
1960,20-30 microns from soma center,3.15,96.13,41.03,0.51,0.29,7768.00,11979.00,3551.09,8268.12,3332.28,7939.45,1166.00,6297.00,1468.57,1573.84,120737.00,281116.00,122.00,68.78,61.08,27.90,0.45,0.16
1961,20-30 microns from soma center,1.75,96.81,39.97,0.26,0.34,4437.00,12678.00,2728.63,8982.25,2678.72,8119.88,686.00,6958.00,1137.26,1752.77,43658.00,143716.00,62.00,69.39,60.98,28.96,0.56,0.09
1962,20-30 microns from soma center,0.46,98.48,39.90,0.42,0.15,9407.00,10234.00,4887.00,8391.50,3248.70,7852.93,2755.00,7425.00,2656.02,1087.71,19548.00,33566.00,18.00,71.90,61.29,27.80,0.67,0.02
1963,20-30 microns from soma center,0.77,98.83,41.92,0.25,0.20,5987.00,12324.00,3557.14,8576.57,3196.30,7917.16,2207.00,7149.00,1107.87,1615.62,24900.00,60036.00,30.00,72.08,61.74,27.59,0.55,0.03
1964,20-30 microns from soma center,1.11,98.92,42.28,0.10,0.59,7402.00,12161.00,4523.36,8759.18,4610.48,8010.46,1592.00,6684.00,1549.34,1614.13,49757.00,96351.00,44.00,72.01,62.03,27.41,0.56,0.05
1965,20-30 microns from soma center,0.68,103.18,42.50,0.65,0.13,5423.00,11231.00,3146.17,9277.50,2542.32,8262.38,1602.00,7167.00,1319.10,1555.34,18877.00,55665.00,26.00,74.55,65.83,27.49,0.63,0.03
1966,20-30 microns from soma center,0.55,99.24,40.53,0.23,0.44,4964.00,8308.00,3470.33,7727.00,2886.15,7442.84,2431.00,7328.00,862.01,371.66,20822.00,46362.00,26.00,72.29,61.95,28.03,0.63,0.02
1967,20-30 microns from soma center,2.24,97.14,40.06,0.36,0.49,5758.00,11614.00,3609.81,8176.14,3316.26,7703.91,592.00,6870.00,1364.45,1272.84,75806.00,171699.00,82.00,69.30,61.96,28.19,0.46,0.10
1968,20-30 microns from soma center,0.94,97.45,40.33,0.33,0.42,5101.00,9925.00,3154.25,7971.75,2726.59,7896.07,1102.00,6574.00,1214.08,1108.00,25234.00,63774.00,34.00,69.20,62.28,28.81,0.55,0.03
1969,20-30 microns from soma center,1.45,97.12,41.85,0.19,0.69,7491.00,10624.00,4030.69,8241.85,3418.50,7249.59,1731.00,6194.00,1724.04,1633.61,52399.00,107144.00,50.00,69.35,61.49,29.02,0.49,0.06
1970,20-30 microns from soma center,3.36,97.87,41.27,0.38,0.40,10799.00,14841.00,4115.29,8719.47,3440.20,8113.00,1473.00,6272.00,2096.29,1917.59,139920.00,296462.00,126.00,70.14,62.24,27.99,0.46,0.18
1971,20-30 microns from soma center,0.37,98.42,41.75,0.18,0.49,6697.00,9592.00,5265.20,7813.40,3803.35,6828.27,3722.00,6405.00,1311.25,1179.86,26326.00,39067.00,22.00,71.00,62.07,28.14,0.61,0.01
1972,20-30 microns from soma center,0.54,98.91,41.47,0.15,0.35,5358.00,11462.00,3877.50,8730.25,3153.13,7683.69,3082.00,7201.00,913.45,1652.15,15510.00,34921.00,18.00,70.94,62.82,28.34,0.57,0.02
1973,20-30 microns from soma center,1.60,100.57,39.14,0.50,0.36,10169.00,11845.00,5012.75,9133.42,3733.06,8442.48,1931.00,6839.00,2408.05,1709.43,60153.00,109601.00,50.00,72.83,63.43,28.05,0.53,0.07
1974,20-30 microns from soma center,1.31,100.34,39.13,0.21,0.18,9188.00,9890.00,4347.64,8186.55,2962.58,7472.81,2435.00,6250.00,2049.23,1080.61,47824.00,90052.00,46.00,72.48,64.20,26.34,0.49,0.05
1975,20-30 microns from soma center,2.22,102.42,38.71,0.44,0.24,8735.00,13155.00,4298.39,9115.00,4025.23,8622.52,697.00,7174.00,2069.99,1713.35,77371.00,164070.00,74.00,73.71,65.32,28.09,0.48,0.10
1976,20-30 microns from soma center,0.23,103.17,38.63,0.15,0.62,5604.00,8805.00,4043.20,7870.40,3781.03,7281.07,1715.00,7263.00,1330.11,686.52,20216.00,39352.00,22.00,74.56,65.49,28.22,0.82,0.01
1977,20-30 microns from soma center,2.41,94.78,40.90,0.35,0.53,9309.00,13516.00,4676.12,8757.72,4031.50,8283.92,1676.00,7014.00,2086.74,1556.31,116903.00,218943.00,90.00,68.93,58.58,28.28,0.50,0.12
1978,20-30 microns from soma center,0.59,95.85,41.65,0.21,0.62,6377.00,8796.00,4213.83,7932.00,3456.72,7977.40,2314.00,6819.00,1440.78,682.06,25283.00,47592.00,26.00,69.86,59.26,28.22,0.61,0.02
1979,20-30 microns from soma center,1.66,96.05,40.98,0.42,0.45,9461.00,12213.00,4346.46,9467.85,3756.67,8859.55,1393.00,7470.00,1987.68,1465.37,56504.00,123082.00,54.00,70.13,59.62,27.45,0.50,0.07
1980,20-30 microns from soma center,4.10,96.47,41.01,0.40,0.42,8164.00,13743.00,4248.26,9059.36,3789.14,8579.25,1537.00,6399.00,1796.75,1823.10,199668.00,425790.00,150.00,70.20,59.69,28.57,0.51,0.29
1981,20-30 microns from soma center,0.36,94.56,41.39,0.58,0.16,6518.00,8843.00,4124.50,7602.67,3449.00,6818.94,2426.00,6684.00,1434.99,914.81,24747.00,45616.00,26.00,67.46,59.81,28.53,0.58,0.01
1982,20-30 microns from soma center,5.58,96.99,37.27,0.34,0.54,9185.00,13843.00,4626.00,9137.16,4405.91,8833.88,1136.00,6557.00,2028.67,1641.72,286812.00,566504.00,204.00,70.71,60.02,28.38,0.43,0.35
1983,20-30 microns from soma center,0.23,97.20,37.59,0.13,0.45,4207.00,9160.00,2917.67,7724.00,1692.00,6406.00,1692.00,6406.00,1027.73,1127.41,8753.00,23172.00,14.00,70.92,60.15,28.29,0.67,0.01
1984,20-30 microns from soma center,0.27,96.71,41.07,0.39,0.47,2318.00,10270.00,2044.33,8370.33,1650.00,7327.00,1650.00,7327.00,285.75,1345.44,6133.00,25111.00,14.00,68.77,61.79,28.37,0.69,0.01
1985,20-30 microns from soma center,3.33,97.12,41.00,0.29,0.52,10139.00,12088.00,3926.53,8620.06,3263.91,8274.91,1250.00,6604.00,1772.85,1431.39,141355.00,310322.00,120.00,68.60,62.14,29.42,0.48,0.19
1986,20-30 microns from soma center,0.35,99.52,40.44,0.09,0.93,5898.00,9161.00,4090.75,7789.75,3254.06,6826.27,3030.00,6551.00,1127.29,1118.71,16363.00,31159.00,18.00,72.57,61.96,28.26,0.69,0.01
1987,20-30 microns from soma center,1.81,99.62,41.38,0.55,0.19,5419.00,14468.00,2985.95,9016.00,3090.61,8099.72,612.00,6778.00,1290.87,2077.04,59719.00,180320.00,70.00,72.44,62.55,27.62,0.57,0.10
1988,20-30 microns from soma center,0.52,100.11,37.12,0.07,0.47,6606.00,8653.00,3949.40,7800.20,2574.98,7275.20,2394.00,7106.00,1608.16,580.53,19747.00,39001.00,22.00,72.82,62.69,28.08,0.58,0.02
1989,< 10 microns from soma center,2.66,99.85,62.73,0.24,0.56,15844.00,12788.00,8592.88,9820.04,7044.85,9544.93,2671.00,7989.00,3225.09,1391.13,223415.00,255321.00,98.00,72.52,62.33,28.75,0.46,0.13
1990,< 10 microns from soma center,0.84,99.78,62.31,0.36,0.17,13556.00,11927.00,7343.63,9679.88,6337.80,8919.73,4176.00,8637.00,2848.59,1308.35,58749.00,77439.00,34.00,71.79,63.25,28.33,0.54,0.03
1991,< 10 microns from soma center,0.50,101.90,63.10,0.37,0.29,11369.00,13690.00,8738.40,10308.20,7844.45,9340.45,5231.00,8511.00,2296.67,1809.53,43692.00,51541.00,22.00,73.82,64.23,28.43,0.52,0.01
1992,< 10 microns from soma center,0.28,102.63,63.32,0.13,0.45,14461.00,11176.00,11814.00,9696.33,9221.00,7927.00,9221.00,7927.00,2139.56,1342.12,35442.00,29089.00,14.00,74.40,65.13,27.51,0.62,0.01
1993,< 10 microns from soma center,0.35,102.29,63.46,0.25,0.50,13737.00,11352.00,10535.00,10163.50,8994.73,9482.43,7727.00,9105.00,2335.73,907.49,42140.00,40654.00,18.00,74.13,64.79,27.72,0.75,0.01
1994,< 10 microns from soma center,2.48,103.73,62.96,0.25,0.38,12066.00,14990.00,7314.62,10259.90,6515.09,9474.41,3348.00,8453.00,2377.05,1892.56,153607.00,215457.00,84.00,74.94,65.98,28.11,0.39,0.09
1995,< 10 microns from soma center,0.35,103.82,63.26,0.13,0.45,10955.00,10415.00,9747.33,9611.00,8515.00,8389.00,8515.00,8389.00,996.28,878.34,29242.00,28833.00,14.00,74.83,66.31,27.95,0.64,0.01
1996,< 10 microns from soma center,1.29,104.32,62.60,0.23,0.52,12395.00,12615.00,7379.27,9731.93,7475.09,9077.40,4163.00,8590.00,2322.43,1182.15,110689.00,145979.00,56.00,75.22,66.50,28.30,0.54,0.05
1997,< 10 microns from soma center,0.42,103.99,62.54,0.22,0.45,7362.00,12055.00,5007.00,10396.30,4409.03,9241.86,3601.00,8542.00,1414.37,1524.70,20028.00,41585.00,18.00,74.89,65.99,29.15,0.68,0.01
1998,< 10 microns from soma center,0.29,104.22,62.73,0.39,0.47,7819.00,11369.00,5778.33,10400.70,4434.00,9721.00,4434.00,9721.00,1467.02,703.07,17335.00,31202.00,14.00,75.11,66.09,29.20,0.77,0.01
1999,< 10 microns from soma center,12.69,96.74,61.77,0.20,0.54,21773.00,28436.00,10371.70,13723.00,9907.77,12578.90,1523.00,9555.00,3701.06,3259.42,1327580.00,1756550.00,398.00,69.92,60.25,28.96,0.34,0.83
2000,< 10 microns from soma center,0.28,95.63,61.93,0.12,0.93,10369.00,13756.00,6649.67,12278.30,2414.00,10567.00,2414.00,10567.00,3268.07,1312.35,19949.00,36835.00,14.00,67.94,60.94,28.58,0.62,0.01
2001,< 10 microns from soma center,0.99,95.55,61.88,0.23,0.22,16449.00,13002.00,10789.70,11861.70,8998.03,11436.70,5733.00,10160.00,3119.20,948.81,75528.00,83032.00,30.00,67.61,61.21,28.50,0.55,0.04
2002,< 10 microns from soma center,0.43,98.89,61.94,0.22,0.45,12178.00,14957.00,10815.00,11519.00,10296.30,10475.10,9560.00,9305.00,983.52,2111.20,43260.00,46076.00,18.00,72.16,61.19,28.78,0.70,0.02
2003,< 10 microns from soma center,0.31,96.18,61.92,0.12,0.93,10381.00,11548.00,9300.33,10513.30,7518.00,9207.00,7518.00,9207.00,1269.77,974.83,27901.00,31540.00,14.00,66.97,62.57,29.18,0.55,0.01
2004,< 10 microns from soma center,0.35,104.93,61.66,0.35,0.00,13032.00,9767.00,9874.75,9250.25,7113.65,9181.39,6898.00,8806.00,2869.59,342.35,39499.00,37001.00,18.00,75.59,66.98,28.45,0.56,0.01
2005,< 10 microns from soma center,3.97,105.46,61.63,0.11,0.71,16489.00,15047.00,9154.90,11539.20,9015.54,11238.30,2524.00,8876.00,2825.70,1730.69,375351.00,473108.00,132.00,75.67,67.52,28.91,0.46,0.23
2006,< 10 microns from soma center,0.27,104.92,63.02,0.39,0.47,12091.00,10370.00,8535.67,9378.67,4542.00,8150.00,4542.00,8150.00,3097.41,921.72,25607.00,28136.00,14.00,75.28,67.19,28.76,0.75,0.01
2007,< 10 microns from soma center,0.26,105.28,63.38,0.13,0.45,13469.00,9779.00,11625.30,9222.67,9882.00,8721.00,9882.00,8721.00,1466.11,433.65,34876.00,27668.00,14.00,75.69,67.17,29.01,0.65,0.01
2008,< 10 microns from soma center,2.11,104.94,62.74,0.29,0.26,10419.00,12883.00,7121.05,9318.15,7143.91,8558.64,3253.00,7320.00,2125.23,1503.05,142421.00,186363.00,80.00,75.23,67.01,29.37,0.47,0.09
2009,< 10 microns from soma center,0.20,105.29,63.30,0.39,0.47,10914.00,9993.00,7995.33,9093.67,5681.00,8637.00,5681.00,8637.00,2178.68,635.95,23986.00,27281.00,14.00,75.32,67.25,29.84,0.69,0.00
2010,< 10 microns from soma center,1.09,95.90,62.97,0.55,0.05,9325.00,13996.00,5159.00,9640.70,4581.67,8894.69,2866.00,7950.00,1727.62,1764.44,51590.00,96407.00,40.00,68.65,60.28,29.13,0.56,0.05
2011,< 10 microns from soma center,1.12,97.69,62.57,0.15,0.79,11072.00,10699.00,8011.30,9097.30,7578.50,8951.38,4245.00,7385.00,2147.58,933.39,80113.00,90973.00,38.00,70.59,61.15,28.67,0.59,0.05
2012,< 10 microns from soma center,0.68,98.10,62.54,0.23,0.33,9175.00,10657.00,6128.00,8919.00,5684.20,8166.96,3949.00,7607.00,1898.89,1247.50,36768.00,53514.00,26.00,70.69,61.48,29.09,0.61,0.03
2013,< 10 microns from soma center,0.45,99.18,62.75,0.44,0.32,11417.00,11676.00,7253.20,9743.40,5415.97,9056.03,4679.00,8372.00,2513.79,1116.53,36266.00,48717.00,20.00,71.61,62.18,29.03,0.74,0.02
2014,< 10 microns from soma center,0.63,98.38,62.47,0.67,0.12,7317.00,12521.00,5034.00,8732.17,5441.95,7746.12,2611.00,7651.00,1590.41,1745.55,30204.00,52393.00,26.00,69.94,62.74,29.16,0.59,0.02
2015,< 10 microns from soma center,0.37,97.93,62.88,0.22,0.45,8245.00,9170.00,6605.50,8422.00,6532.44,7967.66,3581.00,7802.00,1866.46,560.43,26422.00,33688.00,18.00,68.36,63.65,29.43,0.72,0.01
2016,< 10 microns from soma center,0.63,98.61,63.00,0.11,0.61,10250.00,12013.00,7629.86,8900.14,7479.00,8068.56,5034.00,7381.00,1486.47,1542.71,53409.00,62301.00,26.00,69.34,63.59,29.54,0.54,0.02
2017,< 10 microns from soma center,0.97,97.78,63.00,0.23,0.45,15899.00,10892.00,8727.30,8931.50,7052.91,8573.38,4576.00,8144.00,4075.54,842.70,87273.00,89315.00,36.00,68.06,63.52,29.90,0.61,0.04
2018,< 10 microns from soma center,5.70,98.76,61.91,0.21,0.75,18191.00,21776.00,11348.70,13098.30,11482.00,12251.80,4113.00,9208.00,2865.07,2990.54,805758.00,929976.00,194.00,69.53,63.41,29.99,0.49,0.44
2019,< 10 microns from soma center,0.27,99.76,62.34,0.13,0.45,16276.00,11694.00,10556.30,10472.30,5272.00,9796.00,5272.00,9796.00,4502.90,865.51,31669.00,31417.00,14.00,70.73,63.97,29.27,0.64,0.01
2020,< 10 microns from soma center,0.57,95.80,61.87,0.48,0.21,16161.00,11576.00,9673.14,9795.57,8155.92,9290.49,7053.00,8606.00,2796.07,937.16,67712.00,68569.00,30.00,67.58,61.21,29.37,0.62,0.02
2021,< 10 microns from soma center,0.19,98.37,61.58,0.39,0.47,7617.00,8731.00,6260.33,8436.00,4298.00,8115.00,4298.00,8115.00,1421.05,252.15,18781.00,25308.00,14.00,68.52,64.04,29.66,0.72,0.00
2022,< 10 microns from soma center,1.08,99.19,61.41,0.32,0.45,10220.00,11182.00,7466.67,9317.75,7151.80,8983.09,4178.00,7404.00,1506.53,1173.40,89600.00,111813.00,46.00,69.38,64.31,29.81,0.55,0.04
2023,< 10 microns from soma center,1.18,98.89,63.15,0.09,0.67,17504.00,12579.00,10020.90,9050.20,8414.98,8491.92,3817.00,7990.00,4026.76,1231.91,150313.00,135753.00,56.00,68.66,64.53,30.03,0.57,0.05
2024,< 10 microns from soma center,0.47,101.96,63.16,0.37,0.25,19161.00,11682.00,14475.00,10158.40,12991.40,9231.61,11531.00,8607.00,2585.77,1157.62,72375.00,50792.00,22.00,73.36,64.27,29.72,0.73,0.02
2025,< 10 microns from soma center,0.44,97.84,63.13,0.04,0.53,13984.00,10932.00,9165.25,9433.00,7309.00,8959.44,3304.00,7520.00,4162.61,1312.19,36661.00,37732.00,18.00,67.54,64.29,29.63,0.54,0.01
2026,< 10 microns from soma center,0.17,101.04,63.52,0.39,0.47,10190.00,8787.00,9312.33,8467.67,8082.00,8153.00,8082.00,8153.00,895.99,258.84,27937.00,25403.00,14.00,71.64,64.85,29.50,0.79,0.00
2027,< 10 microns from soma center,1.38,101.73,63.86,0.16,0.49,18869.00,13180.00,11931.30,9236.33,10923.40,8325.77,7377.00,7557.00,2854.19,1667.76,178970.00,138545.00,58.00,72.62,64.81,29.57,0.51,0.06
2028,< 10 microns from soma center,2.52,103.11,63.15,0.11,0.48,13477.00,12358.00,7522.50,9293.79,7034.78,8878.72,983.00,7743.00,3850.13,1318.98,180540.00,223051.00,90.00,74.35,65.01,29.60,0.44,0.11
2029,< 10 microns from soma center,0.35,102.39,63.09,0.13,0.45,8229.00,9053.00,7821.00,8518.00,7537.00,7643.00,7537.00,7643.00,295.80,623.82,23463.00,25554.00,14.00,73.20,65.26,29.44,0.58,0.01
2030,< 10 microns from soma center,0.35,104.54,63.49,0.12,0.93,15351.00,15360.00,13626.00,11750.70,12403.00,8884.00,12403.00,8884.00,1254.77,2695.46,40878.00,35252.00,14.00,74.52,67.02,29.73,0.70,0.01
2031,< 10 microns from soma center,0.22,98.04,63.23,0.39,0.47,14786.00,8846.00,12334.30,8416.67,10793.00,8068.00,10793.00,8068.00,1752.63,322.70,37003.00,25250.00,14.00,69.41,62.40,30.00,0.71,0.01
2032,< 10 microns from soma center,0.12,97.89,63.17,0.13,0.45,15424.00,8714.00,14265.00,8427.33,12860.00,8054.00,12860.00,8054.00,1061.10,276.33,42795.00,25282.00,14.00,68.61,63.06,29.97,0.42,0.00
2033,< 10 microns from soma center,0.41,98.61,63.21,0.16,0.55,15127.00,10574.00,12248.00,8864.60,10430.80,8221.66,8055.00,7563.00,2719.44,1007.68,61240.00,44323.00,22.00,68.28,64.44,30.15,0.63,0.01
2034,< 10 microns from soma center,0.68,102.07,63.39,0.11,0.44,12592.00,11422.00,9961.00,10074.60,9106.66,9199.27,8644.00,8948.00,1421.25,903.95,49805.00,50373.00,22.00,73.16,64.59,29.91,0.67,0.03
2035,< 10 microns from soma center,1.03,104.08,63.43,0.09,0.39,13030.00,12341.00,8714.80,9040.80,7472.58,8672.50,4355.00,7237.00,3095.15,1421.75,87148.00,90408.00,40.00,74.69,65.99,30.00,0.46,0.03
2036,< 10 microns from soma center,0.68,103.63,62.65,0.11,0.44,10719.00,11270.00,6376.67,9166.83,6339.30,8476.42,3798.00,8034.00,2271.94,1113.53,38260.00,55001.00,24.00,73.58,66.53,29.98,0.67,0.03
2037,< 10 microns from soma center,0.25,99.91,63.05,0.39,0.47,6109.00,10352.00,5169.33,8632.33,3965.00,7263.00,3965.00,7263.00,895.07,1285.18,15508.00,25897.00,14.00,69.80,64.67,30.45,0.67,0.01
2038,< 10 microns from soma center,0.29,99.43,63.22,0.39,0.47,7501.00,11507.00,6559.67,9753.33,4815.00,8588.00,4815.00,8588.00,1234.95,1262.21,19679.00,29260.00,14.00,68.95,64.89,30.37,0.79,0.01
2039,< 10 microns from soma center,0.17,100.37,63.55,0.39,0.47,8716.00,9244.00,7691.00,8873.67,6113.00,8360.00,6113.00,8360.00,1132.33,374.84,23073.00,26621.00,14.00,69.74,65.52,30.30,0.72,0.00
2040,< 10 microns from soma center,0.42,102.10,63.34,0.34,0.18,8983.00,13625.00,6616.75,9690.25,4764.09,8599.53,4464.00,7585.00,2021.53,2326.12,26467.00,38761.00,18.00,72.03,65.74,30.22,0.63,0.01
2041,< 10 microns from soma center,1.05,102.18,63.13,0.11,0.72,11938.00,11835.00,8085.30,8715.30,5504.80,8131.14,4278.00,7141.00,3052.70,1410.78,80853.00,87153.00,42.00,70.40,67.47,30.55,0.53,0.04
2042,< 10 microns from soma center,2.41,102.19,61.41,0.09,0.70,14300.00,17386.00,6918.38,11189.80,5348.80,10072.40,3491.00,7735.00,3268.74,2506.00,145286.00,234986.00,72.00,69.95,67.67,31.15,0.49,0.12
2043,< 10 microns from soma center,0.58,102.81,61.68,0.50,0.23,10660.00,13615.00,7624.00,10236.40,5910.34,8977.75,5419.00,8431.00,1863.77,1820.01,38120.00,51182.00,22.00,70.23,68.09,31.64,0.59,0.02
2044,< 10 microns from soma center,0.19,98.28,61.39,0.39,0.47,9867.00,10164.00,5395.00,8715.67,1863.00,7812.00,1863.00,7812.00,3334.54,1034.56,16185.00,26147.00,14.00,67.45,64.87,30.03,0.75,0.01
2045,< 10 microns from soma center,0.24,102.89,61.96,0.13,0.45,12240.00,9402.00,9232.67,9169.67,4771.00,8912.00,4771.00,8912.00,3217.95,200.83,27698.00,27509.00,14.00,72.34,66.40,30.73,0.63,0.01
2046,< 10 microns from soma center,0.63,102.07,61.66,0.23,0.21,11003.00,11250.00,7782.40,9049.20,6663.45,7947.86,4998.00,7526.00,2015.17,1309.53,38912.00,45246.00,22.00,70.78,66.77,30.83,0.53,0.02
2047,< 10 microns from soma center,0.70,100.99,61.45,0.24,0.56,11041.00,11422.00,7664.43,9410.57,6367.00,8831.27,3169.00,8218.00,2459.18,1130.30,53651.00,65874.00,28.00,68.70,67.20,31.03,0.69,0.03
2048,< 10 microns from soma center,0.24,100.76,65.02,0.20,0.48,14197.00,8499.00,13102.50,7404.00,12719.70,7116.85,12096.00,6773.00,780.59,653.92,52410.00,29616.00,18.00,70.44,64.96,31.16,0.72,0.01
2049,< 10 microns from soma center,0.25,101.44,62.46,0.13,0.45,18426.00,12281.00,14750.70,10543.30,7959.00,9494.00,7959.00,9494.00,4807.85,1237.53,44252.00,31630.00,14.00,69.20,67.35,31.05,0.62,0.01
2050,< 10 microns from soma center,4.53,100.59,61.66,0.10,0.64,11960.00,15558.00,6510.24,10904.20,6235.58,10513.90,2914.00,7636.00,2290.20,2028.94,240879.00,403456.00,128.00,68.07,66.81,31.96,0.41,0.24
2051,< 10 microns from soma center,0.35,100.85,62.33,0.20,0.48,11805.00,12281.00,9976.00,10184.30,9984.80,9543.13,6449.00,8705.00,2157.60,1321.53,39904.00,40737.00,18.00,68.34,66.98,31.84,0.73,0.01
2052,< 10 microns from soma center,0.32,101.31,65.36,0.13,0.45,15225.00,10358.00,10917.00,9192.67,8717.00,7977.00,8717.00,7977.00,3046.45,972.69,32751.00,27578.00,14.00,68.37,67.37,32.40,0.62,0.01
2053,< 10 microns from soma center,0.19,96.93,65.23,0.02,0.99,18221.00,8539.00,12640.30,7713.67,8262.00,7064.00,8262.00,7064.00,4153.68,614.85,37921.00,23141.00,14.00,62.97,68.78,26.44,0.46,0.00
2054,< 10 microns from soma center,4.24,100.36,64.58,0.21,0.67,21819.00,23154.00,13642.60,11312.10,13100.90,10495.80,6427.00,7191.00,3653.12,3652.37,763984.00,633480.00,150.00,64.13,72.53,26.45,0.58,0.36
2055,< 10 microns from soma center,0.25,96.32,62.73,0.13,0.45,13343.00,9881.00,11838.30,9201.33,9178.00,8266.00,9178.00,8266.00,1886.53,683.66,35515.00,27604.00,14.00,63.27,67.56,26.65,0.57,0.01
2056,< 10 microns from soma center,3.39,98.52,61.17,0.42,0.36,14010.00,14697.00,6522.76,9994.00,6078.44,9444.66,2066.00,6597.00,3053.17,2115.47,215251.00,329802.00,114.00,63.44,70.58,26.46,0.47,0.19
2057,< 10 microns from soma center,0.17,98.86,62.00,0.39,0.47,9775.00,10594.00,7037.67,9378.67,4032.00,8755.00,4032.00,8755.00,2352.24,859.47,21113.00,28136.00,14.00,63.63,70.78,26.74,0.75,0.00
2058,< 10 microns from soma center,0.66,99.50,65.68,0.17,0.56,14585.00,13510.00,10309.60,9286.63,9576.39,8052.21,6621.00,7664.00,2239.72,1948.40,82477.00,74293.00,34.00,63.57,71.68,26.85,0.63,0.03
2059,< 10 microns from soma center,0.16,99.32,65.54,0.13,0.45,12153.00,7857.00,11161.70,7717.33,9510.00,7552.00,9510.00,7552.00,1175.69,125.82,33485.00,23152.00,14.00,63.31,71.42,27.46,0.60,0.00
2060,< 10 microns from soma center,0.32,100.01,65.36,0.39,0.47,10381.00,10162.00,8519.67,9287.00,6905.00,8003.00,6905.00,8003.00,1429.75,927.64,25559.00,27861.00,14.00,64.03,72.03,26.72,0.76,0.01
